Beautiful,0.465458295613100000000000000000,-0.542253527916800000000000000000
Carefree,0.100446148333500000000000000000,0.099638945391510000000000000000
Charming,0.094599663044260000000000000000,-0.431752728630200000000000000000
Confident,-1.006358138278000000000000000000,0.017280226669580000000000000000
Down-to-earth,-0.714968910437800000000000000000,-1.035711398388000000000000000000
Feminine,2.146096627293000000000000000000,-1.603707462366000000000000000000
Fun,-0.551760665284500000000000000000,0.340971963662900000000000000000
Health-conscious,1.919569039979000000000000000000,-0.155090795630700000000000000000
Hip,-0.073616996048200000000000000000,1.202504184615000000000000000000
Honest,-0.443127610721300000000000000000,-1.037809469251000000000000000000
Humorous,-0.016812520398640000000000000000,0.493360509923700000000000000000
Imaginative,0.140297157275400000000000000000,1.330297635833000000000000000000
Individualistic,0.073356957520720000000000000000,0.898469492062400000000000000000
Innocent,1.542411513831000000000000000000,-1.353346397109000000000000000000
Intelligent,-0.040975754454540000000000000000,-0.150569679286400000000000000000
Masculine,-1.441042200859000000000000000000,0.294598830713300000000000000000
Older,-1.208765091562000000000000000000,-1.897031125153000000000000000000
Open to new experiences,0.137251332916500000000000000000,1.622345978052000000000000000000
Outdoorsy,-0.668807906168300000000000000000,0.385432047173000000000000000000
Rebellious,-0.458112295337600000000000000000,1.448114310934000000000000000000
Reckless,-0.721880215169300000000000000000,0.922420465715700000000000000000
Reliable,-1.000737020867000000000000000000,-1.191514059485000000000000000000
Sexy,0.211637686559700000000000000000,0.213046232137600000000000000000
Sleepy,1.142998809680000000000000000000,-1.490509843720000000000000000000
Tough,-1.247827034047000000000000000000,0.396762539873700000000000000000
Traditional,-2.032490180473000000000000000000,-2.022642089308000000000000000000
Trying to be cool,0.265719384390700000000000000000,1.191600352441000000000000000000
Unconventional,0.750819728704500000000000000000,1.078861272918000000000000000000
Up-to-date,0.078430452028400000000000000000,1.154025846710000000000000000000
Upper-class,0.132227227859000000000000000000,-0.532542136587800000000000000000
Urban,-0.508255681188500000000000000000,-0.102373481010600000000000000000
Weight-conscious,2.108655259147000000000000000000,-0.153413877495500000000000000000
Wholesome,-0.010071650344150000000000000000,-1.065605211529000000000000000000
Youthful,-0.072110734076100000000000000000,1.151289518667000000000000000000
